Timestamp,Date,Time,AC_Power,DC_Power,Voltage_AC,Current_AC,Frequency,Efficiency,Status_Flags
2025-04-04 08:12:02,2025-04-04,08:12:02,31.5044,32.8233,224.1,47.4,49.9,1,0
2025-04-04 08:14:13,2025-04-04,08:14:13,32.1915,33.554,224.3,48.6,49.9,1,0
2025-04-04 08:16:25,2025-04-04,08:16:25,33.1104,34.542699999999996,224.4,50.2,50.0,1,0
2025-04-04 08:18:34,2025-04-04,08:18:34,34.242,35.6911,224.0,51.8,50.0,1,0
2025-04-04 08:20:52,2025-04-04,08:20:52,35.059,36.5122,224.6,52.7,50.0,1,0
2025-04-04 08:22:59,2025-04-04,08:22:59,35.847199999999994,37.3318,224.4,54.6,50.0,1,0
2025-04-04 08:25:01,2025-04-04,08:25:01,36.7288,38.2719,224.5,55.4,50.0,1,0
2025-04-04 08:27:03,2025-04-04,08:27:03,37.5486,39.2488,224.3,57.0,50.0,1,0
2025-04-04 08:30:12,2025-04-04,08:30:12,38.835300000000004,40.2369,224.1,58.2,50.0,1,0
2025-04-04 08:32:26,2025-04-04,08:32:26,39.9478,41.710300000000004,224.0,60.2,50.0,1,0
2025-04-04 08:34:31,2025-04-04,08:34:31,40.699400000000004,42.5747,223.8,61.4,50.0,1,0
2025-04-04 08:36:38,2025-04-04,08:36:38,41.587300000000006,43.313300000000005,223.8,62.6,50.0,1,0
2025-04-04 08:38:39,2025-04-04,08:38:39,42.1947,43.9867,226.3,62.9,50.0,1,0
2025-04-04 08:41:55,2025-04-04,08:41:55,43.7869,45.717400000000005,227.0,65.4,50.0,1,0
2025-04-04 08:43:56,2025-04-04,08:43:56,44.7512,46.7025,226.5,66.8,50.0,1,0
2025-04-04 08:46:57,2025-04-04,08:46:57,46.8122,48.8627,226.7,69.6,49.9,1,0
2025-04-04 08:49:59,2025-04-04,08:49:59,47.695800000000006,49.792199999999994,225.9,71.0,50.0,1,0
2025-04-04 08:52:09,2025-04-04,08:52:09,49.0297,51.1802,226.0,73.3,50.0,1,0
2025-04-04 08:54:48,2025-04-04,08:54:48,49.9454,52.183800000000005,226.9,74.4,50.0,1,0
2025-04-04 08:56:59,2025-04-04,08:56:59,50.744699999999995,53.1119,226.8,75.6,50.0,1,0
2025-04-04 08:59:02,2025-04-04,08:59:02,51.898,54.1025,226.9,77.6,50.0,1,0
2025-04-04 09:01:13,2025-04-04,09:01:13,52.5772,55.015699999999995,227.2,78.4,50.0,1,0
2025-04-04 09:03:31,2025-04-04,09:03:31,53.4809,55.9205,226.9,80.0,50.0,1,0
2025-04-04 09:05:39,2025-04-04,09:05:39,54.424699999999994,56.7795,227.1,81.6,50.0,1,0
2025-04-04 09:07:47,2025-04-04,09:07:47,54.773199999999996,57.161199999999994,226.9,81.6,50.0,1,0
2025-04-04 09:09:50,2025-04-04,09:09:50,55.308800000000005,57.840300000000006,226.2,82.3,50.0,1,0
2025-04-04 09:11:55,2025-04-04,09:11:55,56.2933,59.1067,226.8,83.8,50.0,1,0
2025-04-04 09:14:11,2025-04-04,09:14:11,57.503,60.2142,227.1,85.3,49.9,1,0
2025-04-04 09:16:14,2025-04-04,09:16:14,58.468599999999995,61.3225,227.3,86.9,50.0,1,0
2025-04-04 09:18:19,2025-04-04,09:18:19,59.035599999999995,62.0496,227.1,87.9,50.0,1,0
2025-04-04 09:21:30,2025-04-04,09:21:30,60.208,63.2204,227.5,89.4,50.0,1,0
2025-04-04 09:23:46,2025-04-04,09:23:46,60.958400000000005,64.1085,227.2,90.8,50.0,1,0
